"Time","y","ymin","ymax","Concentration","Legend","ResidualsLegend","Path","Group"
0.45,22.7780675888062,16.9708576202393,29.6116371154785,22.7780675888062,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.5,20.6499633789062,15.3279553413391,27.3070961952209,20.6499633789062,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.55,18.8663511276245,14.075518655777,25.7746645927429,18.8663511276245,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.6,17.5905179977417,13.217919921875,24.6288463592529,17.5905179977417,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.65,16.782585144043,12.4964938163757,23.5805188179016,16.782585144043,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.7,16.1891851425171,11.9517392635345,22.7642323493958,16.1891851425171,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.75,15.8245415687561,11.5355409145355,22.1210424423218,15.8245415687561,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.8,15.3964943885803,11.151623916626,21.6022018432617,15.3964943885803,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.85,15.023585319519,10.82894115448,21.1710030555725,15.023585319519,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.9,14.7460145950317,10.555853509903,20.8020607948303,14.7460145950317,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
0.95,14.4196634292603,10.3177497386932,20.4779700279236,14.4196634292603,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1,14.1605052947998,10.1045591831207,20.1790558815002,14.1605052947998,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.05,13.9807829856873,9.9285900592804,19.8691969871521,13.9807829856873,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.1,13.7872734069824,9.77169122695923,19.5786507606506,13.7872734069824,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.15,13.5645723342896,9.62326998710632,19.3030259132385,13.5645723342896,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.2,13.3934907913208,9.48130040168762,19.0390341758728,13.3934907913208,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.25,13.2485074996948,9.34439721107483,18.7841902732849,13.2485074996948,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.3,13.0702381134033,9.21337985992432,18.5367824554443,13.0702381134033,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.35,12.8897395133972,9.08637742996216,18.2956647872925,12.8897395133972,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.4,12.7538752555847,8.9622917175293,18.0600024223328,12.7538752555847,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.45,12.6223454475403,8.84078574180603,17.8291298866272,12.6223454475403,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.5,12.4929900169373,8.7035400390625,17.6025372505188,12.4929900169373,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.55,12.3775548934937,8.59995126724243,17.3798616409302,12.3775548934937,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.6,12.2700705528259,8.45936760902405,17.160821723938,12.2700705528259,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.65,12.1269745826721,8.29494185447693,16.9452174186707,12.1269745826721,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.7,11.9707655906677,8.13409576416016,16.7745045661926,11.9707655906677,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.75,11.8155059814453,7.97668867111206,16.6115720748901,11.8155059814453,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.8,11.6704678535461,7.82260091304779,16.4505352973938,11.6704678535461,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.85,11.5032567977905,7.67172548770905,16.2913306236267,11.5032567977905,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.9,11.3725748062134,7.52396986484528,16.1338946342468,11.3725748062134,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
1.95,11.2453303337097,7.37943406105042,15.9781636238098,11.2453303337097,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2,11.1318035125732,7.23853995800018,15.8241108894348,11.1318035125732,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.05,11.019513130188,7.10048484802246,15.6716557025909,11.019513130188,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.1,10.898814201355,6.98521227836609,15.5208016872406,10.898814201355,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.15,10.7464499473572,6.87203748226166,15.3714873313904,10.7464499473572,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.2,10.5964212417603,6.76074557304382,15.2236893177032,10.5964212417603,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.25,10.4486737251282,6.65130822658539,15.077391910553,10.4486737251282,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.3,10.3031697273254,6.54369027614594,14.937681055069,10.3031697273254,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.35,10.1613626480103,6.43785767555237,14.8141429424286,10.1613626480103,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.4,10.0632386207581,6.33380174636841,14.6917333126068,10.0632386207581,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.45,9.94443655014038,6.23167939186096,14.5704417228699,9.94443655014038,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.5,9.85092544555664,6.13123815059662,14.4502449989319,9.85092544555664,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.55,9.77704811096191,6.03244762420654,14.3311275005341,9.77704811096191,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.6,9.68614768981934,5.93528163433075,14.2130707263947,9.68614768981934,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.65,9.5787878036499,5.83970975875854,14.0960563182831,9.5787878036499,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.7,9.44933605194092,5.74570860862732,13.9593587875366,9.44933605194092,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.75,9.32174110412598,5.65325310230255,13.8162913799286,9.32174110412598,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.8,9.19597196578979,5.56231093406677,13.6747540473938,9.19597196578979,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.85,9.07199811935425,5.47286448478699,13.5347255706787,9.07199811935425,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.9,8.94979429244995,5.38488781452179,13.3961894512176,8.94979429244995,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
2.95,8.82933044433594,5.2983514547348,13.2591246128082,8.82933044433594,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
3,8.71298503875732,5.21323637962341,13.1235143661499,8.71298503875732,"Simulated median and [5ᵗʰ-95ᵗʰ] percentiles for Aciclovir Plasma (Aciclovir Adults)","Aciclovir Plasma (Aciclovir Adults)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood)"
